Name,Age,AnnualIncome,Debt,Savings,EducationLevel,EmploymentStatus,MaritalStatus,HouseholdSize,YearsInCurrentJob,HasChildren,HomeOwnership,Location,CreditHistory,DrivingExperience,MonthlyExpenses,EmploymentType,LoanApprovalHistory,HealthCondition,ProbabilityOfCarPurchase
Customer639,20,63062,15997,30386,Master,Employed,Divorced,5,3,0,Rent,Rural,Fair,8.142829132662573,4379.3783862810415,Contract,Denied,Fair,0.8396244958615607
Customer640,62,105713,14215,48077,Bachelor,Self-Employed,Divorced,1,8,0,Own,Suburban,Fair,11.16258235941635,4520.495594193193,Full-Time,Approved,Excellent,0.42600081050240945
Customer641,30,117263,33069,3802,Bachelor,Self-Employed,Married,4,2,0,Rent,Urban,Fair,17.655364257865354,1373.6871347834708,Contract,Approved,Fair,0.644716837814743
Customer642,45,90461,23911,28753,Master,Self-Employed,Single,3,8,1,Mortgage,Suburban,Excellent,18.337216030377,1087.0503644812725,Contract,Approved,Poor,0.17707092191593976
Customer643,37,105418,17030,21083,Bachelor,Unemployed,Married,5,5,0,Own,Urban,Good,6.05350722842813,4890.2223586510045,Part-Time,Approved,Poor,0.5605221848950899
Customer644,45,96672,29334,18354,PhD,Employed,Divorced,2,2,1,Rent,Urban,Poor,9.780668992128113,4407.457836426655,Part-Time,Approved,Poor,0.9813282911384428
Customer645,25,64832,14571,22190,High School,Self-Employed,Married,2,7,0,Rent,Rural,Excellent,11.433736289587573,4519.56266244476,Part-Time,Approved,Excellent,0.5183151152025223
Customer646,58,61966,42719,6142,High School,Unemployed,Single,1,2,0,Own,Suburban,Excellent,19.033136680876694,4488.693730809779,Part-Time,Approved,Poor,0.9276382991901473
Customer647,56,102545,28927,28398,High School,Unemployed,Married,3,6,1,Own,Rural,Fair,19.973729064123308,2937.5907081517776,Full-Time,Denied,Excellent,0.4073349205032607
Customer648,18,42987,20714,41862,Bachelor,Unemployed,Divorced,4,10,0,Mortgage,Suburban,Fair,5.472737727989006,3408.807814996099,Contract,Approved,Excellent,0.9988448271846312
Customer649,20,67311,43541,33132,Bachelor,Self-Employed,Married,2,3,0,Own,Suburban,Excellent,14.812617555570494,2954.1328346013875,Contract,Denied,Good,0.5792200352275578
Customer650,30,61575,23387,19503,College,Self-Employed,Divorced,1,9,0,Mortgage,Rural,Poor,8.182590182430708,730.4285713564808,Part-Time,Approved,Excellent,0.042268994235934554
Customer651,45,93852,28444,48456,College,Self-Employed,Divorced,3,3,0,Rent,Suburban,Poor,1.1540557408380514,3854.763884087477,Full-Time,Denied,Poor,0.5867547966913881
Customer652,42,31007,48908,34631,High School,Self-Employed,Married,3,3,1,Mortgage,Suburban,Excellent,1.1757979262821447,2773.9941500114614,Full-Time,Approved,Excellent,0.27457269567959663
Customer653,50,100981,19921,16499,PhD,Self-Employed,Divorced,1,5,1,Rent,Urban,Good,9.750754143682858,3414.690836556034,Contract,Denied,Excellent,0.03248132203589471
Customer654,55,106242,13057,39852,College,Self-Employed,Divorced,1,7,0,Own,Suburban,Good,10.278363347082358,2761.879122389909,Part-Time,Approved,Fair,0.8208533046946633
Customer655,23,77517,45268,8016,College,Self-Employed,Single,4,8,0,Rent,Suburban,Poor,1.4288242348954103,2713.150950451052,Contract,Approved,Poor,0.2757296369807559
Customer656,61,59257,24858,2384,Bachelor,Self-Employed,Single,1,7,1,Own,Rural,Fair,14.051620918711746,1273.0509926499508,Contract,Approved,Excellent,0.7965485540464985
Customer657,62,117272,48689,15072,PhD,Self-Employed,Single,4,9,0,Rent,Rural,Good,6.586064383304109,1754.2117181351703,Full-Time,Approved,Good,0.28821758295586697
Customer658,49,72207,44638,36703,High School,Unemployed,Single,4,5,1,Rent,Suburban,Good,11.637968929183039,1214.8371137478011,Full-Time,Denied,Excellent,0.19432635387377428
Customer659,62,43281,26062,45895,College,Self-Employed,Divorced,5,10,0,Rent,Urban,Fair,6.717462390142956,1380.498330314041,Contract,Approved,Excellent,0.9739355741044274
Customer660,64,91246,36850,14482,PhD,Employed,Married,3,3,1,Rent,Urban,Good,4.175551982516836,4878.398211891372,Part-Time,Approved,Fair,0.36164532775501956
Customer661,38,31435,46486,40510,PhD,Unemployed,Divorced,3,6,1,Mortgage,Rural,Excellent,8.73630103337863,1189.010505974893,Part-Time,Denied,Poor,0.6013762114431604
Customer662,33,56660,20567,48933,High School,Self-Employed,Divorced,3,5,1,Rent,Suburban,Good,5.4131939310195145,1711.7169093734344,Contract,Approved,Poor,0.6099814928144716
Customer663,38,35084,29739,21826,PhD,Employed,Divorced,5,4,1,Mortgage,Suburban,Fair,11.161218561464192,3157.653459823632,Contract,Denied,Good,0.5604734821735018
Customer664,28,112197,43285,2490,PhD,Self-Employed,Married,4,2,0,Own,Urban,Excellent,4.777742075443119,3245.8035930648884,Part-Time,Denied,Good,0.9146957435212146
Customer665,54,43507,3754,46092,PhD,Employed,Single,4,7,0,Own,Urban,Good,10.659713556247914,1192.883583847231,Part-Time,Approved,Good,0.6744410713668685
Customer666,53,102595,27044,25518,College,Employed,Divorced,1,5,1,Mortgage,Urban,Poor,3.9901917825084836,4071.7284160334552,Part-Time,Approved,Excellent,0.4037330041049302
Customer667,52,113807,1724,24045,High School,Employed,Divorced,5,4,1,Own,Rural,Excellent,13.748519480229914,4033.4129056077127,Contract,Denied,Excellent,0.862380384524274
Customer668,36,75539,1376,26910,PhD,Employed,Single,1,8,1,Own,Suburban,Excellent,15.324816004387056,1567.9296689175098,Full-Time,Approved,Good,0.1810628991159644
Customer669,37,37491,8706,24566,PhD,Unemployed,Divorced,5,9,1,Rent,Rural,Poor,3.097490450748742,1798.998362039572,Part-Time,Denied,Poor,0.5442367576104175
Customer670,35,80192,8894,33905,College,Unemployed,Married,1,9,0,Rent,Suburban,Poor,9.888245828709444,4720.945394567736,Part-Time,Approved,Poor,0.9505503719437564
Customer671,64,110395,18037,27103,High School,Employed,Divorced,2,3,1,Rent,Rural,Good,2.346562312442598,4215.521506907651,Part-Time,Approved,Good,0.6253976298804127
Customer672,58,93888,18450,36188,Bachelor,Self-Employed,Divorced,3,3,1,Mortgage,Suburban,Good,12.365466465298045,3640.0866487813573,Contract,Denied,Fair,0.8169684504748762
Customer673,31,103609,16406,5845,College,Employed,Single,3,5,1,Mortgage,Urban,Fair,6.023681660663262,870.0494967977024,Full-Time,Approved,Poor,0.6535607255451928
Customer674,32,39077,29725,21162,High School,Unemployed,Divorced,4,5,1,Own,Urban,Fair,11.02486467993545,2382.1883640615906,Full-Time,Approved,Poor,0.8393708635378904
Customer675,48,50953,5926,36674,PhD,Self-Employed,Divorced,2,10,1,Rent,Urban,Excellent,10.831759178301532,3016.8584243457217,Part-Time,Approved,Good,0.9444878798452436
Customer676,18,106919,39019,19337,High School,Unemployed,Married,3,2,1,Mortgage,Rural,Poor,18.56273257768221,1343.3507959269962,Contract,Denied,Poor,0.2729217275327368
Customer677,20,97889,9496,22313,High School,Unemployed,Single,4,1,1,Mortgage,Urban,Poor,11.432581228805734,2517.0196194870105,Full-Time,Approved,Excellent,0.16966108125671886
Customer678,33,53821,36068,26943,High School,Self-Employed,Single,2,8,0,Rent,Suburban,Fair,12.076971114647996,3204.6164486991047,Contract,Denied,Excellent,0.4839907503325399
Customer679,40,67567,29806,12413,Bachelor,Employed,Married,3,3,1,Mortgage,Rural,Excellent,8.631409389523226,1973.1950605192965,Full-Time,Approved,Poor,0.7018624268242158
Customer680,28,54860,22663,276,High School,Employed,Divorced,1,1,1,Rent,Suburban,Excellent,19.03251246047352,4014.2516852771923,Part-Time,Denied,Excellent,0.2271912531822161
Customer681,29,51195,41321,17611,Bachelor,Employed,Single,5,1,1,Own,Rural,Fair,15.766532279352584,4282.023117374625,Contract,Approved,Fair,0.004101450430167075
Customer682,27,107475,36495,39105,PhD,Employed,Single,2,2,0,Own,Suburban,Fair,6.42270051575399,1956.2426124533185,Part-Time,Approved,Poor,0.34293511583670533
Customer683,49,117266,22656,11944,Bachelor,Self-Employed,Divorced,4,6,0,Own,Suburban,Fair,17.03998212974841,4273.957195216057,Full-Time,Denied,Good,0.9688593354677885
Customer684,33,51427,25860,15906,PhD,Self-Employed,Divorced,2,6,0,Rent,Rural,Good,9.21553084351671,966.0945474635676,Full-Time,Approved,Excellent,0.6949674606058467
Customer685,25,57083,49666,49847,PhD,Self-Employed,Single,4,3,1,Mortgage,Rural,Excellent,16.744675727138286,4269.780943801954,Part-Time,Denied,Fair,0.40132544394122394
Customer686,55,117046,16832,20536,Bachelor,Unemployed,Divorced,2,4,1,Own,Urban,Excellent,16.63487329757654,1187.3769425042747,Full-Time,Approved,Fair,0.19257609734684034
Customer687,29,87372,38787,27810,College,Self-Employed,Single,4,2,1,Own,Urban,Excellent,4.588533548494233,873.1721862937673,Part-Time,Denied,Excellent,0.356089673754747
Customer688,41,74064,48231,12306,Master,Employed,Divorced,3,2,0,Own,Suburban,Fair,14.321681496287962,3387.9893199845505,Part-Time,Approved,Fair,0.16983943330124796
Customer689,45,37813,21727,10503,High School,Unemployed,Divorced,1,7,1,Mortgage,Suburban,Fair,6.522216416824091,2623.7181458988243,Part-Time,Denied,Poor,0.10630582131295141
Customer690,25,61598,42815,19225,Master,Employed,Married,3,1,0,Mortgage,Suburban,Fair,6.652360729860696,4585.507701857748,Full-Time,Approved,Fair,0.9067423725725539
Customer691,45,57082,29545,36976,High School,Employed,Divorced,1,7,0,Rent,Rural,Fair,6.630613460731034,2134.3513824088213,Contract,Denied,Excellent,0.9976503383754736
Customer692,53,59241,44522,11590,High School,Self-Employed,Married,3,1,0,Own,Rural,Poor,14.785796703639015,1792.185185469329,Part-Time,Denied,Fair,0.1641144395957903
Customer693,43,74569,2520,10886,PhD,Self-Employed,Divorced,3,6,0,Mortgage,Urban,Fair,5.366694794058185,2753.3070776488926,Contract,Approved,Excellent,0.054522558878279725
Customer694,25,41745,3081,12866,High School,Employed,Single,2,3,0,Rent,Suburban,Good,1.0172108696757143,2551.7578359589756,Full-Time,Denied,Excellent,0.32973110714621234
Customer695,45,56029,34196,1088,High School,Employed,Single,5,8,1,Own,Urban,Poor,14.589500216170029,2049.926207977347,Full-Time,Denied,Fair,0.4616591807614153
Customer696,45,43025,36735,3363,Bachelor,Unemployed,Divorced,4,6,1,Mortgage,Rural,Poor,4.25251013286738,3621.8358441424784,Contract,Approved,Excellent,0.20482124707585447
Customer697,54,44288,39213,32792,Master,Self-Employed,Divorced,4,2,0,Mortgage,Rural,Fair,2.9851655108488586,3918.0282526125875,Part-Time,Approved,Excellent,0.30142491179855846
Customer698,58,119186,14566,9764,Bachelor,Unemployed,Single,4,8,1,Rent,Rural,Excellent,5.512806291287142,4338.427860635615,Full-Time,Approved,Good,0.2008707356916577
Customer699,53,36540,14042,20620,High School,Unemployed,Divorced,1,5,1,Own,Urban,Fair,8.218109924131376,4877.854721196542,Part-Time,Approved,Poor,0.7742605684324513
Customer700,44,111958,25498,42727,PhD,Unemployed,Married,4,8,0,Own,Rural,Excellent,10.042220221990814,1699.95286459627,Part-Time,Approved,Excellent,0.7125779432472608
Customer701,34,98878,11329,12935,Bachelor,Employed,Married,4,8,0,Mortgage,Suburban,Fair,1.8468307735399856,3722.4206712048267,Contract,Approved,Poor,0.6349515157609817
Customer702,26,71846,31656,8068,Bachelor,Unemployed,Married,2,6,1,Own,Urban,Fair,19.440893319919848,2274.162059730854,Full-Time,Denied,Good,0.38721785707920475
Customer703,50,105932,2159,7295,College,Unemployed,Married,3,2,1,Rent,Rural,Excellent,14.605198014971604,3546.868873779986,Contract,Denied,Good,0.909040941314236
Customer704,37,47482,37900,41160,High School,Employed,Married,4,8,1,Mortgage,Urban,Excellent,7.140687241162387,2641.9176065714914,Full-Time,Denied,Good,0.96953254153502
Customer705,30,53411,19363,11390,PhD,Self-Employed,Divorced,5,6,1,Mortgage,Urban,Excellent,7.055247888422549,4971.978962455692,Contract,Approved,Good,0.173639312625412
Customer706,45,80975,47701,41216,Bachelor,Self-Employed,Divorced,4,6,0,Rent,Rural,Excellent,9.522308438000728,3780.0596110583747,Full-Time,Approved,Poor,0.22301264141187804
Customer707,46,90545,43241,20131,Bachelor,Unemployed,Married,1,8,1,Mortgage,Rural,Good,12.898651632497627,4786.21085195446,Full-Time,Denied,Fair,0.5256310280003696
Customer708,30,108797,19033,29218,PhD,Employed,Divorced,1,1,0,Own,Urban,Excellent,3.7810882651903874,4257.362972665336,Full-Time,Denied,Fair,0.09125056928224529
Customer709,63,82307,10805,10433,High School,Self-Employed,Divorced,1,2,0,Own,Urban,Fair,4.589666461534094,4563.05455023517,Part-Time,Approved,Poor,0.4364483988231128
Customer710,52,33093,35851,15038,College,Unemployed,Married,4,9,1,Mortgage,Rural,Fair,17.329257073837468,4164.886387466037,Part-Time,Denied,Excellent,0.5817912647777101
Customer711,23,107258,26832,28182,Bachelor,Unemployed,Divorced,2,8,1,Rent,Suburban,Good,5.868843553892379,2566.216086691601,Contract,Approved,Poor,0.5220735711373331
Customer712,35,52042,13944,11528,College,Employed,Divorced,5,7,1,Rent,Urban,Excellent,8.223704961528373,1633.0480400609797,Contract,Approved,Excellent,0.33090858307802606
Customer713,22,82930,19873,21281,Master,Unemployed,Divorced,4,7,0,Own,Urban,Fair,17.554165168052226,2166.44078952735,Full-Time,Denied,Excellent,0.5424458060772068
Customer714,64,74413,40372,48511,High School,Self-Employed,Married,2,5,0,Rent,Suburban,Good,13.599808758596629,591.063046879777,Full-Time,Approved,Fair,0.9588009542588478
Customer715,42,63756,23928,8605,Master,Employed,Divorced,2,2,0,Mortgage,Rural,Fair,7.492525707492079,2857.969253591002,Part-Time,Approved,Good,0.20601740429137605
Customer716,19,83268,15379,34782,Master,Self-Employed,Single,4,6,0,Mortgage,Rural,Good,13.990291368767794,2772.7601012168393,Part-Time,Approved,Fair,0.6548313583940036
Customer717,27,69214,36751,1381,Master,Self-Employed,Single,4,10,1,Own,Suburban,Good,1.3739810922468605,2863.627091737197,Part-Time,Approved,Fair,0.04339669415605185
Customer718,47,111871,34546,1098,High School,Self-Employed,Married,2,3,0,Own,Rural,Poor,14.977210540215939,4883.140512374287,Contract,Denied,Poor,0.06641640448143493
Customer719,62,58602,24286,19810,High School,Unemployed,Single,2,4,0,Own,Rural,Poor,10.25330476980855,4601.543015546777,Part-Time,Approved,Poor,0.551828224223585
Customer720,22,83331,5110,24322,PhD,Unemployed,Married,2,10,1,Rent,Urban,Excellent,16.450460798404762,1227.707502485486,Contract,Approved,Excellent,0.10493918032794947
Customer721,50,78901,12087,41869,College,Self-Employed,Single,4,2,0,Mortgage,Urban,Poor,19.1381153881229,2159.9713470015013,Part-Time,Denied,Poor,0.022346788426857334
Customer722,18,93416,23762,32955,College,Self-Employed,Single,2,2,0,Mortgage,Urban,Good,18.5899824403968,2407.8028075846787,Part-Time,Approved,Excellent,0.1715129976480222
Customer723,35,62196,17081,44716,PhD,Employed,Single,1,8,1,Mortgage,Suburban,Fair,18.276035825651473,2122.398130332415,Full-Time,Approved,Excellent,0.5648491709995744
Customer724,49,35626,34947,10207,PhD,Employed,Married,4,8,0,Own,Rural,Fair,10.731229162743857,4093.231836217609,Contract,Denied,Good,0.7033409545189324
Customer725,64,37424,9596,21793,Master,Unemployed,Married,1,10,0,Mortgage,Rural,Excellent,7.842700168639823,2858.1695144041414,Part-Time,Denied,Good,0.20247856414138
Customer726,28,42857,38019,2092,PhD,Unemployed,Divorced,3,6,0,Rent,Urban,Poor,9.835671169882783,3074.4491763723126,Full-Time,Approved,Fair,0.6682594372081745
Customer727,38,49982,42003,28220,Bachelor,Employed,Married,4,5,0,Rent,Urban,Excellent,14.108024062953854,4338.561015445664,Contract,Approved,Good,0.18247633109922934
Customer728,43,106961,18313,18514,College,Self-Employed,Single,3,8,1,Mortgage,Suburban,Good,17.795957760552547,4126.676690369113,Contract,Denied,Excellent,0.6134574266312571
Customer729,42,31980,47639,38010,PhD,Unemployed,Single,2,4,0,Own,Rural,Poor,4.932739757002271,1094.9518526913484,Part-Time,Approved,Poor,0.41195967989579885
Customer730,39,78290,1013,8549,Bachelor,Self-Employed,Married,2,4,1,Mortgage,Suburban,Excellent,18.445670010772357,3712.6156283763544,Contract,Approved,Good,0.6537995093336167
Customer731,44,56431,49378,22031,Bachelor,Employed,Married,5,5,0,Rent,Rural,Fair,16.488424407427893,2459.4625800591602,Full-Time,Approved,Good,0.9950527524792473
Customer732,30,114976,23705,5185,Bachelor,Unemployed,Married,2,1,1,Rent,Suburban,Fair,19.598264288386456,1825.920063781252,Full-Time,Denied,Good,0.937816965232562
Customer733,50,112711,1828,15271,Bachelor,Unemployed,Divorced,3,1,1,Rent,Urban,Excellent,17.724783692352055,725.0846940598385,Contract,Approved,Good,0.004281757836103628
Customer734,51,56385,7909,5776,Master,Employed,Single,2,2,1,Mortgage,Suburban,Excellent,6.318809264146227,2692.6230215545293,Full-Time,Denied,Excellent,0.8854387643623057
Customer735,58,68158,38356,12449,Bachelor,Unemployed,Divorced,4,8,0,Rent,Suburban,Excellent,3.0131623155369063,2099.465063260391,Contract,Denied,Excellent,0.06649079517476653
Customer736,52,53019,13109,24297,Master,Employed,Divorced,2,7,0,Own,Urban,Good,3.1325803678401836,1631.8086785438036,Full-Time,Denied,Fair,0.9530465861598449
Customer737,18,48639,2023,40591,Master,Unemployed,Single,5,10,0,Mortgage,Rural,Good,6.533243052987246,3626.022783186309,Contract,Denied,Poor,0.2818256790996847
Customer738,38,115530,14537,15717,Bachelor,Employed,Single,2,9,1,Mortgage,Rural,Fair,12.669490755706246,3962.6842429201415,Contract,Approved,Fair,0.38203483041127095
Customer739,23,51563,26661,40123,College,Unemployed,Married,3,5,0,Rent,Urban,Good,16.282086195846276,1601.5528356324116,Contract,Denied,Fair,0.09163820517572785
Customer740,45,69341,38659,39233,Bachelor,Self-Employed,Married,3,2,0,Rent,Suburban,Good,18.08575583264973,722.5134650570626,Full-Time,Approved,Good,0.1122727583289096
Customer741,34,35776,33848,45505,Bachelor,Self-Employed,Divorced,2,7,0,Own,Suburban,Poor,12.851314303015423,4319.387152543557,Contract,Denied,Poor,0.7267405652293196
Customer742,22,66444,37804,46092,Bachelor,Self-Employed,Married,3,8,0,Mortgage,Suburban,Good,1.1069949422130207,544.818835419365,Contract,Denied,Good,0.9443322357482916
Customer743,48,98916,15379,10350,College,Unemployed,Married,3,7,1,Rent,Rural,Poor,4.540018753852136,4717.006222646624,Part-Time,Approved,Excellent,0.6107484949543095
Customer744,22,38711,27766,30622,High School,Unemployed,Single,5,7,1,Own,Suburban,Good,2.894797873213991,3324.2894329221767,Part-Time,Denied,Fair,0.715850015526811
Customer745,55,104318,43590,35323,High School,Self-Employed,Single,4,5,0,Rent,Rural,Fair,7.903165035811191,1948.3098584059412,Contract,Denied,Poor,0.7619697445971535
Customer746,20,112970,2563,2951,Master,Self-Employed,Married,5,2,0,Mortgage,Suburban,Excellent,10.525668879041172,1609.1505930953128,Part-Time,Approved,Excellent,0.2628142745529417
Customer747,40,115553,36060,17622,Master,Employed,Single,1,6,0,Rent,Urban,Fair,1.824546392992656,540.5254891901386,Contract,Denied,Fair,0.045229630920214925
Customer748,54,60707,29197,4727,College,Employed,Married,5,4,1,Mortgage,Urban,Good,7.621081540117451,1559.6213765489472,Part-Time,Denied,Poor,0.0018727439191685846
Customer749,54,69110,3586,38454,PhD,Employed,Single,2,10,0,Rent,Rural,Excellent,4.404413817881129,1119.777356827135,Full-Time,Denied,Fair,0.35064928295401865
Customer750,27,91788,16087,36469,High School,Self-Employed,Single,4,2,1,Mortgage,Rural,Excellent,13.294333158918604,3254.7479932541555,Full-Time,Approved,Poor,0.2414642281992161
Customer751,27,112879,48868,35548,Master,Self-Employed,Single,2,9,1,Own,Urban,Excellent,9.82117501716246,1249.455148672106,Contract,Denied,Fair,0.062317725049185646
Customer752,36,68827,23225,23782,High School,Self-Employed,Single,1,7,0,Mortgage,Urban,Poor,10.411035291744266,2878.8342689147867,Contract,Approved,Good,0.17952829249366675
Customer753,34,35655,29750,28454,College,Employed,Married,4,6,0,Own,Suburban,Fair,9.126143972635761,3155.5239005501185,Full-Time,Approved,Fair,0.1244988982679478
Customer754,38,74859,6643,2368,College,Unemployed,Divorced,3,5,0,Mortgage,Urban,Poor,19.164374499244772,1841.1876425611154,Full-Time,Approved,Fair,0.9148783806173704
Customer755,31,83625,27523,15592,PhD,Self-Employed,Single,5,3,1,Own,Rural,Excellent,5.079967377309702,657.7922705842342,Part-Time,Denied,Poor,0.14026721345916893
Customer756,26,82098,36727,22173,PhD,Unemployed,Married,2,10,1,Rent,Urban,Fair,10.816620937033612,667.6424627638825,Contract,Denied,Poor,0.5376484639876792
Customer757,63,45251,11005,33204,College,Unemployed,Married,1,10,0,Mortgage,Rural,Fair,14.984329998941384,618.5629948726292,Full-Time,Denied,Good,0.5931059551121646
Customer758,18,30526,43543,35596,Master,Unemployed,Single,3,4,1,Rent,Rural,Good,11.580043849556688,3826.061002114458,Full-Time,Denied,Poor,0.5434894577086338
Customer759,62,98760,161,34324,High School,Employed,Divorced,5,3,0,Own,Suburban,Poor,18.65139682861922,1931.0436716643417,Contract,Approved,Fair,0.09905643421598798
Customer760,30,77837,16029,46132,Bachelor,Unemployed,Single,3,8,0,Mortgage,Suburban,Poor,8.1813987571844,4083.3508368544863,Part-Time,Approved,Poor,0.3187983617505512
Customer761,21,41536,49745,23864,PhD,Self-Employed,Married,5,3,1,Mortgage,Suburban,Good,9.809840309690383,2442.7977072928215,Part-Time,Denied,Poor,0.05127033246315327
Customer762,18,58541,14226,47829,Bachelor,Employed,Divorced,4,7,1,Rent,Suburban,Poor,2.68192398907984,2538.4914537348373,Part-Time,Denied,Poor,0.395669914096316
Customer763,57,109083,28731,30750,Master,Self-Employed,Married,3,7,1,Mortgage,Urban,Excellent,12.570983109986642,2807.9717112930816,Part-Time,Approved,Good,0.188598931271592
Customer764,49,81027,43922,10576,PhD,Self-Employed,Single,3,7,1,Mortgage,Suburban,Excellent,6.476027400514015,3708.6415536879676,Full-Time,Denied,Good,0.5616325332843798
Customer765,51,64531,44848,16566,Bachelor,Employed,Divorced,3,7,0,Rent,Urban,Poor,4.045871750795808,1730.7628962336819,Contract,Denied,Excellent,0.6928083938491005
Customer766,45,38712,3390,7190,Master,Self-Employed,Married,4,2,0,Mortgage,Suburban,Good,11.346094565185654,1047.1430729008712,Contract,Denied,Good,0.5321198602047065
Customer767,48,95455,5997,23071,High School,Self-Employed,Married,1,10,0,Rent,Suburban,Fair,11.113895004218302,3002.2580083615767,Full-Time,Denied,Good,0.43423669661139574
Customer768,25,104744,12693,38333,Master,Employed,Married,5,3,1,Rent,Rural,Poor,2.4415611832569035,1971.3993045923266,Full-Time,Denied,Good,0.3873334208566924
Customer769,56,35109,49815,15369,PhD,Self-Employed,Single,3,10,0,Rent,Urban,Fair,14.266093616394983,2491.2109115061685,Full-Time,Denied,Fair,0.8416917680970037
Customer770,43,79268,42092,24035,College,Unemployed,Divorced,4,9,1,Rent,Rural,Good,12.851671622366204,3411.2601875178743,Contract,Approved,Excellent,0.21936806506527007
Customer771,51,84615,541,1589,High School,Self-Employed,Single,1,3,1,Rent,Suburban,Fair,4.5913283721834475,2723.565835135718,Contract,Approved,Fair,0.7342183395288688
Customer772,20,112503,21817,25235,Bachelor,Unemployed,Single,5,2,1,Own,Urban,Good,9.919262380926833,3291.254676953793,Contract,Approved,Good,0.757482324740119
Customer773,29,59759,37861,159,PhD,Self-Employed,Single,4,9,0,Own,Suburban,Good,14.68613541309264,2948.900009511325,Part-Time,Approved,Good,0.4192000072707345
Customer774,18,115708,13428,12145,College,Employed,Divorced,5,10,1,Rent,Rural,Excellent,11.059279070284253,3829.0836737124464,Full-Time,Denied,Excellent,0.29730059922563934
Customer775,61,90112,43934,15373,Master,Employed,Single,3,9,1,Own,Urban,Excellent,8.514292447487833,3676.71477970229,Full-Time,Denied,Excellent,0.47054148604597523
Customer776,22,56589,48831,31921,College,Self-Employed,Single,1,4,1,Own,Rural,Good,7.124430703537929,2903.8545131387864,Full-Time,Approved,Poor,0.0932139258926985
Customer777,47,60015,10258,39323,PhD,Employed,Single,4,9,1,Mortgage,Suburban,Poor,12.59748346623702,3555.063593868681,Contract,Approved,Good,0.04593003222908998
Customer778,47,59009,16044,16237,PhD,Self-Employed,Single,1,3,1,Rent,Suburban,Excellent,18.84306526789457,4431.018210226757,Full-Time,Approved,Good,0.11160319945189179
Customer779,34,113309,29411,41971,College,Employed,Married,3,7,1,Own,Suburban,Good,13.763151969072185,2445.2207950467587,Full-Time,Approved,Fair,0.18714503146222616
Customer780,64,92046,5469,8244,Master,Unemployed,Single,1,7,1,Mortgage,Urban,Fair,2.4201721690899944,2357.433827369571,Part-Time,Approved,Poor,0.504176820338043
Customer781,40,56143,28854,14743,College,Self-Employed,Married,1,8,1,Mortgage,Rural,Fair,9.753014496160542,3939.1052938357107,Contract,Denied,Good,0.8491366361611221
Customer782,32,36154,6256,31566,PhD,Unemployed,Single,2,10,1,Rent,Rural,Poor,17.925658498701925,3121.4922666889734,Full-Time,Denied,Fair,0.23564233199968698
Customer783,54,51804,10720,46101,PhD,Unemployed,Divorced,1,4,1,Rent,Suburban,Fair,2.7947860902206507,819.5305110016484,Contract,Approved,Excellent,0.9351620107467781
Customer784,38,71688,33937,46109,Bachelor,Self-Employed,Married,5,3,1,Mortgage,Rural,Fair,19.788638530613323,4514.504070609866,Contract,Approved,Fair,0.9549079089350034
Customer785,31,94288,33598,18691,Bachelor,Unemployed,Married,4,3,1,Rent,Urban,Good,19.032318479263004,638.5239600693806,Contract,Denied,Good,0.9589046048452052
Customer786,19,81195,1651,33996,High School,Self-Employed,Married,2,5,0,Rent,Suburban,Fair,2.4872151338676414,3867.783602943844,Part-Time,Denied,Fair,0.8375627346763238
Customer787,28,50581,19194,5590,PhD,Unemployed,Married,4,1,0,Mortgage,Suburban,Fair,18.734853088541545,3914.5736421694082,Contract,Denied,Fair,0.3638250407977206
Customer788,56,82648,25051,5585,Bachelor,Self-Employed,Divorced,4,10,1,Mortgage,Suburban,Fair,7.899519214929782,4788.999883768687,Contract,Approved,Poor,0.07268391100262306
Customer789,55,60087,27386,9227,College,Self-Employed,Single,3,3,1,Rent,Urban,Fair,17.04947417444139,743.6048378104434,Contract,Denied,Poor,0.5688187317664949
Customer790,51,79930,9518,28278,Master,Employed,Married,3,6,1,Own,Suburban,Good,8.94928341655216,3185.8558735302095,Full-Time,Approved,Excellent,0.5586814439372337
Customer791,55,62981,46026,38814,College,Self-Employed,Divorced,2,3,0,Rent,Suburban,Fair,9.376247141347802,2425.282567821738,Part-Time,Approved,Poor,0.8499757671095955
Customer792,51,99298,16184,12237,Master,Self-Employed,Married,3,5,0,Own,Suburban,Poor,13.05061872857331,1987.848296867939,Full-Time,Denied,Fair,0.9959910509461052
Customer793,35,76167,33787,15649,Bachelor,Unemployed,Single,3,9,0,Mortgage,Suburban,Excellent,15.715070966243683,906.4335213458287,Part-Time,Denied,Poor,0.5081573065601476
Customer794,47,105304,21621,37713,High School,Self-Employed,Married,3,2,1,Own,Rural,Poor,1.641993868016724,3031.9435385208913,Part-Time,Denied,Good,0.34520403103978425
Customer795,32,73408,10028,7927,College,Employed,Divorced,4,2,1,Mortgage,Suburban,Excellent,12.269963915015552,2655.6832655357616,Contract,Approved,Fair,0.185901711556267
Customer796,44,69499,12448,45409,College,Unemployed,Single,2,6,1,Rent,Urban,Poor,4.547926887850049,970.4950616796092,Contract,Denied,Fair,0.004799824817370735
Customer797,51,82269,45253,48766,College,Unemployed,Divorced,4,6,1,Rent,Suburban,Excellent,7.573040839400856,3256.2027819368755,Full-Time,Denied,Fair,0.5091136924888792
